"subject" "activity" "subject.1" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-correlation()-Y,Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-correlation()-Y,Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-correlation()-Y,Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-correlation()-Y,Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-correlation()-Y,Z" "tBodyAccMag-mean()" "tBodyAccMag-arCoeff()4" "tGravityAccMag-mean()" "tGravityAccMag-arCoeff()4" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-arCoeff()4" "tBodyGyroMag-mean()" "tBodyGyroMag-arCoeff()4" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-arCoeff()4" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-bandsEnergy()-25,48" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-bandsEnergy()-25,48" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-bandsEnergy()-25,48" "fBodyAccMag-mean()" "fBodyAccMag-kurtosis()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-kurtosis()" "fBodyBodyGyroMag-mean()"
1 1 1 0.277330758736842 -0.0173838185273684 -0.111148103547368 -0.283740258842105 0.114461336747368 0.380201211578947 0.935223201473684 -0.282165021263158 -0.068102864 -0.976609642526316 -0.971305961473684 0.281260329237895 0.0740416333157895 0.0282721095884211 -0.00416840617789474 -0.113615602435789 0.0670025007684211 0.490554924315789 -0.041830963526 -0.0695300462115789 0.0849448173042105 -0.473535485894737 -0.0546077686594737 0.107702366137895 -0.0899975423705263 -0.0398428709463158 -0.0461309295021053 -0.207421854757895 -0.304468510631579 -0.0715513643377895 -0.136971176556842 0.0817513038861053 -0.136971176556842 0.0817513038861053 -0.141428809031579 0.204177664192316 -0.160979552536842 -0.18978924212 -0.298703679084211 -0.187471542774737 -0.202794306326316 0.0897127264021053 -0.331560117789474 -0.319134719578947 0.056040006846 -0.917626535263158 -0.170546964549579 -0.0352255241130632 -0.468999224631579 -0.133586606326316 0.106739857136 -0.922591224526316 -0.339032197115789 -0.103059416434737 -0.255940940315789 -0.516691938736842 -0.0335081597884211 -0.919419408 -0.128623450629474 -0.835079617894737 -0.0571194000343158 -0.47802531782 -0.199252568986316
1 2 1 0.255461689622641 -0.0239531492643396 -0.0973020020943396 -0.35470802509434 -0.00232026501698113 0.161628109571698 0.89335109754717 -0.362153364339623 -0.075402939754717 -0.956367027924528 -0.952849233207547 -0.178003749358491 0.101372729922642 0.0194863076188679 -0.0455625449113208 -0.446843887735849 -0.378274426037736 0.312909699716981 0.050549379754717 -0.166170015088679 0.0583595463981132 -0.544871104528302 0.00410518379811321 0.00374637040566038 -0.122232768011321 -0.0421485884509434 -0.0407125527654717 -0.614786508490566 -0.601696656226415 -0.240762604709434 -0.129927630735849 0.0963139010660377 -0.129927630735849 0.0963139010660377 -0.466503446226415 0.022801332645283 -0.126735589969811 -0.0977466063226415 -0.59488286509434 -0.163564322 -0.404321784150943 -0.190976720811321 -0.433349702075472 -0.337428188679245 0.0217695106566038 -0.979627190566038 -0.479875245660377 -0.41344458754717 -0.685474353962264 -0.461907025849057 -0.381777065283019 -0.980786464528302 -0.492611667924528 -0.319474609056604 -0.453597213018868 -0.565892490754717 0.151538905566038 -0.971169189433962 -0.352395944716981 -0.596216743962264 -0.44265216245283 -0.686853361509434 -0.325961457396226
1 3 1 0.289188320408163 -0.00991850461020408 -0.107566190908163 0.0300353383483878 -0.0319359434489796 0.0756845059489796 0.931874418979592 -0.266610338979592 -0.0621199585938775 -0.950559811632653 -0.937018658979592 0.10130462455102 0.0541553164897959 0.0296504490408163 -0.0109719730183673 -0.012283860544898 -0.101601390640816 0.116034018020408 -0.0350781902989796 -0.0909371290204082 0.0900850142030612 -0.458030542938775 -0.126349194938775 -0.280042328004082 -0.0739592036271429 -0.0439902783367347 -0.0270461061061224 -0.487027342244898 -0.238824827530612 -0.251421070963265 0.0271882914106122 -0.153300444921224 0.0271882914106122 -0.153300444921224 -0.0894474807979592 0.110971354244898 -0.0757412543673469 -0.295883797938776 -0.295463843346939 0.0572668301693878 0.0382291831510204 0.00154990783591837 -0.225574471693878 0.0243308391387755 -0.112963739953061 -0.810377550816327 -0.0276638676122449 -0.12866715764898 -0.288334735714286 -0.0863278966402041 -0.134580008877551 -0.821647169183673 -0.352449631363265 -0.0557022524693878 -0.0318694271979592 -0.495422486102041 -0.181414728657143 -0.88399402755102 0.0965845343040816 -0.739122186938776 0.0262184949326531 -0.539384710693878 -0.185720285744898
1 4 1 0.261237565425532 -0.00130828765170213 -0.104544182255319 -0.977229008297872 -0.922618641914894 0.118261863640426 0.831509933404255 0.204411592680851 0.332043702765957 -0.968457145744681 -0.935517055957447 0.301419345319149 0.0774825199574468 -0.000619102785106384 -0.00336779235021277 -0.986430711276596 -0.981371965319149 0.0165644228659574 -0.045350056512766 -0.0919241549361702 0.0629313811914894 -0.977211283191489 -0.966473895319149 -0.233370428585106 -0.0936793807234043 -0.0402118124255319 -0.046702627 -0.99173159212766 -0.989518068510638 0.00284798482340426 -0.948536786170213 -0.17159434653617 -0.948536786170213 -0.17159434653617 -0.987364195531915 -0.0603137314042553 -0.93089249 -0.112973317920638 -0.991976341276596 -0.00177420970212766 -0.979641238723404 -0.944084550425532 -0.959184889148936 -0.976412313191489 -0.917275006382979 -0.999175948085106 -0.986597022553191 -0.981579467021277 -0.986053092340425 -0.987492994468085 -0.982513909574468 -0.999747370212766 -0.976161464042553 -0.975838585319149 -0.951315544468085 -0.977904227021277 -0.962345042553192 -0.999588120638298 -0.947782922553192 -0.608126705914894 -0.985262126808511 -0.750599066382979 -0.958435589361702
1 5 1 0.278917629056604 -0.0161375901037736 -0.110601817735849 -0.995759901509434 -0.973190056415094 0.288310475754717 0.942952000377358 -0.272983832264151 0.0134905823226415 -0.99376298509434 -0.981225957924528 0.46985826 0.0753766542264151 0.00797573092830189 -0.00368524954709434 -0.994604542264151 -0.98564873245283 0.0744326620490566 -0.0239877347979245 -0.0593972209811321 0.074800751 -0.987191946603774 -0.98773444 -0.459897160490566 -0.0996092129056604 -0.0440627877924528 -0.0489505466716981 -0.992945106981132 -0.995137917358491 -0.228165476283019 -0.984278207358491 -0.248142022347925 -0.984278207358491 -0.248142022347925 -0.992367790566038 -0.128163099171698 -0.976493792830189 -0.0367286360754717 -0.994966790566038 -0.285777842592453 -0.995249932641509 -0.977070847735849 -0.985297098679245 -0.99602834509434 -0.972293102075472 -0.99981734245283 -0.994630797358491 -0.985418704528302 -0.990752166037736 -0.995073759245283 -0.987018226792453 -0.99984008 -0.986386786037736 -0.988984455849057 -0.980773122830189 -0.987497128679245 -0.987107727735849 -0.999895938301887 -0.985356361132075 -0.713903327169811 -0.99254247754717 -0.832748299811321 -0.984617623396226
1 6 1 0.22159824394 -0.0405139534294 -0.11320355358 -0.9280564692 -0.83682740562 -0.023365945138 -0.24888179828 0.70554977346 0.4458177198 -0.8968300184 -0.90772000676 -0.20911768088 0.0810865342 0.0038382040088 0.010834236361 -0.958482112 -0.9241492736 -0.022012200614 -0.016553093978 -0.064486124088 0.14868943626 -0.87354386782 -0.9510904402 0.04403706094 -0.107270949192 -0.04151728689 -0.0740501211 -0.9186085208 -0.9679072436 -0.094974300494 -0.8419291525 -0.02424774582 -0.8419291525 -0.02424774582 -0.9543962646 -0.0789909273 -0.874759548 0.086408548754 -0.96346103 -0.111077069856 -0.9390990524 -0.86706520518 -0.8826668762 -0.9244374346 -0.8336255561 -0.9964246012 -0.9570738838 -0.9224626098 -0.9480609042 -0.9641607086 -0.9322178704 -0.99717988 -0.850249174586 -0.9521914948 -0.909302721 -0.8822964508 -0.9512320494 -0.9979328882 -0.8617676481 -0.508329046806 -0.9333003608 -0.6737157919 -0.8621901854
2 1 2 0.276426586440678 -0.0185949199145763 -0.105500357966102 -0.423642838474576 -0.0780912533118644 0.368582476440678 0.91301733338983 -0.34660709 0.0847270871186441 -0.972693201355932 -0.972116879661017 -0.0658090309491525 0.0618080696279661 0.0182492679288136 0.00789533706610169 -0.277530462620339 -0.0166022362847458 0.224548708762712 -0.0530258157347458 -0.0482382316949153 0.0828336633220339 -0.561550255762712 -0.53845366779661 -0.0801253883711864 -0.0818833429152542 -0.0538299449067797 -0.0514939156830508 -0.389549831525424 -0.634140436101695 -0.233432734305085 -0.290407593728814 0.176396531827119 -0.290407593728814 0.176396531827119 -0.281424153881356 0.376830517220339 -0.446549092881356 -0.0111708590067797 -0.547911950338983 0.23773453523678 -0.346048161016949 -0.0219048103322034 -0.453806369830508 -0.457651383728814 -0.16921968620339 -0.950590559152542 -0.304615322881356 -0.0787640836610169 -0.554956709661017 -0.31431306340678 -0.0153329520084746 -0.953383621355932 -0.429713536101695 -0.55477211220339 -0.396659907457627 -0.604053019152542 -0.533046952542373 -0.894181102542373 -0.324289427932203 -0.764651062881356 -0.169064352813559 -0.368754340508475 -0.530704814745763
2 2 2 0.247164790395833 -0.0214121132045833 -0.152513899520833 -0.304376406458333 0.108027279889583 0.18153981034375 0.790717418541667 -0.416214890416667 -0.195888238891667 -0.934407739791667 -0.92376745375 -0.169191851458333 0.0744507839572917 -0.00970985514333333 0.01948143925 -0.276121886479167 -0.185648954220833 0.307773663458333 -0.0576912634583333 -0.0320883097395833 0.0688374021666667 -0.439253058958333 -0.466298336666667 0.440031015833333 -0.0828858001333333 -0.0424053708458333 -0.0445157481625 -0.464854363125 -0.645491337708333 -0.288635938541667 -0.107322679520833 -0.0506586726450208 -0.107322679520833 -0.0506586726450208 -0.321268911041667 0.2086261309375 -0.219713472958333 -0.1963162895 -0.572816438541667 -0.00629092502708333 -0.266720933270833 0.00992445881854167 -0.281001986202083 -0.320582414375 0.0848802791083333 -0.94891047875 -0.258639439729167 -0.1878421317125 -0.522728063333333 -0.365415441458333 -0.243554146666667 -0.951688811041667 -0.331643577458333 -0.488086123958333 -0.248601122 -0.476358845625 -0.459758488958333 -0.88588693625 -0.14531853915625 -0.757133489583333 -0.189511136902083 -0.581564435208333 -0.450612184791667
2 3 2 0.27761534806383 -0.0226614158361702 -0.116812942382979 0.0463666814446808 0.262881788951064 0.162723854808511 0.861831345531915 -0.325780100638298 -0.0438890162723404 -0.940361759574468 -0.940068525531915 0.0451822640425532 0.110040615569574 -0.00327959081489362 -0.0209351677765957 0.147249143238298 0.126828014557447 0.132899850775532 -0.11594735287234 -0.00482329231914894 0.097173808906383 -0.320789230008511 -0.415739144893617 -0.107181265489362 -0.0581038498510638 -0.0421470257531915 -0.0710229816893617 -0.243940592553192 -0.469396701106383 -0.18857590863617 0.0899511204978723 0.0543209986234043 0.0899511204978723 0.0543209986234043 0.00565516335106383 -0.027361318012766 -0.162188586930426 -0.0196318243617021 -0.410872671489362 0.0799973712212766 0.112841160325532 0.278345041765957 -0.131290772 0.0161046198595745 0.171973972957447 -0.869565525744681 0.138120681087234 0.0962091607617021 -0.271498721106383 0.0499590624829787 0.0808333491276596 -0.869575452340426 -0.145775970406383 -0.361913824 -0.0874944736085106 -0.379436674361702 -0.458732747446809 -0.760670548723404 0.293424826591489 -0.745526107021277 0.222247409576596 -0.254774915422979 -0.320838543553191
2 4 2 0.27708735173913 -0.0156879937282609 -0.109218272456522 -0.986822279565217 -0.950704499130435 0.256453039862826 0.940477273043478 -0.105630024498783 0.19872676876087 -0.979988760869565 -0.956750273043478 0.538687011956522 0.0722564387173913 0.0116954511323913 0.00760546929869565 -0.988055854130435 -0.977983955434783 0.0525305806521739 -0.0454706620434783 -0.0599286797043478 0.0412277462173913 -0.985742027826087 -0.978919526956522 -0.505954266021739 -0.0936328412826087 -0.0415602029130435 -0.04358509665 -0.989709023043478 -0.990889614782609 -0.253133782695652 -0.967893623913043 -0.1117612925 -0.967893623913043 -0.1117612925 -0.986774713043478 -0.0502937812608696 -0.946035087173913 -0.0465395786717391 -0.991081493913043 -0.184917620573913 -0.985803840652174 -0.957343498478261 -0.970162172608696 -0.98736209 -0.950073754130435 -0.999430545217391 -0.987848793695652 -0.977139702826087 -0.985129050217391 -0.989459107391304 -0.980804228478261 -0.999700042608696 -0.982621389565217 -0.982100923695652 -0.959814822391304 -0.986808501521739 -0.977356188695652 -0.99960263673913 -0.96127374826087 -0.612535121326087 -0.983874698913043 -0.837046969130435 -0.971840596086956
